"","X","CustID","JoinDate","DOB","Gender","Visits","Paintings","Jewelry","Mosaics","Sculpture","Coupon","Revenue","Joindate_cat","Age","Age_cat","Visits_freq","Visits_freq_cat"
"1164",1164,86753091164,2015-05-04,1977-12-29,"Male",21,558.521758529559,360.301191692497,13.4456709015105,70.9849318326185,"yes",1003.25355295618,"new",38,"middle-aged",2.61410788381743,"low"
"1165",1165,86753091165,2014-09-25,1987-09-11,"Female",31,103.90571772231,240.416503672469,284.993620791348,379.640940215556,"no",1008.95678240168,"old",28,"younger",2.01298701298701,"low"
"1166",1166,86753091166,2015-01-16,1971-05-30,"Female",104,9.82214421962289,284.116755719348,277.203379627575,1.65126580022485,"no",572.793545366771,"new",44,"elder",8.93982808022923,"high"
"1167",1167,86753091167,2015-06-11,1979-09-10,"Female",21,14.2115411708905,69.3615256748962,387.614102606798,303.29067070512,"no",774.477840157705,"new",36,"middle-aged",3.10344827586207,"low"
"1168",1168,86753091168,2015-01-26,1974-04-15,"Female",98,18.443703723521,233.368621743312,248.625113240196,48.6710948919334,"no",549.108533598962,"new",41,"elder",8.67256637168142,"high"
"1169",1169,86753091169,2014-09-12,1986-08-02,"Male",26,330.02390747028,131.592749105241,247.446840683702,189.05955664514,"yes",898.123053904363,"old",29,"younger",1.64210526315789,"low"
"1170",1170,86753091170,2015-01-18,1975-07-21,"Male",82,47.0996543848908,132.37650760141,394.72380238618,16.9781880013555,"no",591.178152373836,"new",40,"middle-aged",7.08933717579251,"medium"
"1171",1171,86753091171,2015-01-26,1973-10-14,"Male",84,30.4350107774295,327.972115015214,230.931050333543,9.48214433565292,"no",598.820320461839,"new",42,"elder",7.43362831858407,"medium"
"1172",1172,86753091172,2014-07-22,1992-10-28,"Male",35,273.255163373483,323.959793991775,168.785183404246,191.698644473739,"no",957.698785243243,"old",23,"younger",1.99240986717268,"low"
"1173",1173,86753091173,2015-03-08,1977-11-04,"Female",82,1.22932464017308,277.222432718483,252.088674888416,51.7709279484693,"no",582.311360195541,"new",38,"middle-aged",8.25503355704698,"high"
"1174",1174,86753091174,2015-02-11,1977-12-31,"Female",72,19.4509246525394,241.25739396746,300.026910138553,24.2285238629071,"no",584.963752621459,"new",38,"middle-aged",6.68730650154799,"medium"
"1175",1175,86753091175,2015-01-23,1975-08-27,"Female",105,25.384800844225,383.71731247985,155.174087607356,13.3151689490263,"no",577.591369880457,"new",40,"middle-aged",9.21052631578947,"high"
"1176",1176,86753091176,2015-01-28,1976-08-03,"Female",109,21.2317277799356,294.338536389048,229.342927055223,2.41936940068063,"yes",547.332560624887,"new",39,"middle-aged",9.70326409495549,"high"
"1177",1177,86753091177,2015-05-05,1982-03-20,"Male",21,38.4806744061105,187.763285889783,265.116076922601,254.734311585546,"no",746.09434880404,"new",33,"middle-aged",2.625,"low"
"1178",1178,86753091178,2015-02-16,1972-02-22,"Female",81,8.615287355008,237.782547244458,279.217923130459,57.8757481493776,"no",583.491505879303,"new",43,"elder",7.64150943396226,"medium"
"1179",1179,86753091179,2015-02-23,1973-08-23,"Male",69,91.2071362322286,286.201172574153,235.640986716774,19.3278124294439,"no",632.3771079526,"new",42,"elder",6.65594855305466,"medium"
"1180",1180,86753091180,2014-07-29,1986-05-27,"Female",27,178.841753890467,262.733868301049,243.371213802486,313.274943008357,"no",998.221779002359,"old",29,"younger",1.55769230769231,"low"
"1181",1181,86753091181,2015-02-19,1974-01-25,"Female",65,4.50500686856189,313.504694173889,282.642486362602,33.002282829294,"no",633.654470234347,"new",41,"elder",6.19047619047619,"medium"
"1182",1182,86753091182,2014-08-18,1986-07-25,"Female",30,204.674205604812,279.998608321224,310.425433153569,255.908628601096,"no",1051.0068756807,"old",29,"younger",1.8,"low"
"1183",1183,86753091183,2014-09-10,1986-05-13,"Male",53,166.823616118639,341.516144883325,348.356604419287,121.133238602166,"no",977.829604023417,"old",29,"younger",3.33333333333333,"low"
"1184",1184,86753091184,2014-08-16,1988-11-18,"Male",26,257.079499925408,267.223682023241,280.674827291768,149.399992847416,"no",954.378002087833,"old",27,"younger",1.55378486055777,"low"
"1185",1185,86753091185,2015-01-22,1976-12-16,"Female",88,4.04932244469937,320.968479875427,191.948113186369,106.917585949505,"no",623.883501456,"new",39,"middle-aged",7.69679300291545,"medium"
"1186",1186,86753091186,2014-12-31,1977-03-05,"Female",69,4.12105886146173,301.251831785974,251.309819895808,12.6090405736103,"yes",569.291751116854,"new",38,"middle-aged",5.67123287671233,"medium"
"1187",1187,86753091187,2015-06-23,1976-08-17,"Female",20,14.889164295969,2.31571176421119,382.370882887648,393.006644405949,"no",792.582403353777,"new",39,"middle-aged",3.1413612565445,"low"
"1188",1188,86753091188,2014-07-20,1983-07-22,"Female",53,118.687599502116,304.333984303827,291.281358260104,307.005339147656,"no",1021.3082812137,"old",32,"middle-aged",3.00567107750473,"low"
"1189",1189,86753091189,2015-01-02,1990-11-05,"Female",61,315.313185182383,472.996276259853,35.190597594943,9.62859921168047,"no",833.128658248859,"new",25,"younger",5.04132231404959,"medium"
"1190",1190,86753091190,2015-02-04,1978-03-28,"Female",98,0.357518170512622,287.222827597943,292.057886190166,1.57678430089234,"no",581.215016259514,"new",37,"middle-aged",8.90909090909091,"high"
"1191",1191,86753091191,2014-08-09,1982-07-20,"Female",28,384.793335676104,218.796368756534,135.917716754779,274.444892892012,"no",1013.95231407943,"old",33,"middle-aged",1.65029469548134,"low"
"1192",1192,86753091192,2014-10-05,1985-11-08,"Female",33,222.421507127103,248.380249249405,267.887433346188,320.659212824293,"no",1059.34840254699,"old",30,"younger",2.19026548672566,"low"
"1193",1193,86753091193,2015-01-03,1982-03-12,"Female",88,5.76195967261467,239.622629828598,352.213851743359,8.20184726700163,"no",605.800288511573,"new",33,"middle-aged",7.29281767955801,"medium"
"1194",1194,86753091194,2014-08-23,1983-01-15,"Male",62,342.700681574472,300.268019313094,156.623601812781,38.5720612666701,"no",838.164363967017,"old",32,"middle-aged",3.75757575757576,"low"
"1195",1195,86753091195,2014-06-17,1985-03-09,"Female",49,223.916948409919,166.812260011932,350.688877904191,263.609257706812,"no",1005.02734403285,"old",30,"younger",2.61565836298932,"low"
"1196",1196,86753091196,2015-01-03,1993-10-23,"Male",65,320.194192210654,400.527144669172,56.7411455015151,15.8486745797475,"no",793.311156961089,"new",22,"younger",5.38674033149171,"medium"
"1197",1197,86753091197,2015-02-24,1972-04-12,"Male",99,84.7298074948561,179.534294390122,239.031520933218,19.3320289123726,"yes",522.627651730569,"new",43,"elder",9.58064516129032,"high"
"1198",1198,86753091198,2015-02-21,1970-11-21,"Female",100,19.8618219224076,199.403619426816,313.935478196357,52.7170230424187,"no",585.917942587999,"new",45,"elder",9.58466453674121,"high"
"1199",1199,86753091199,2015-02-03,1974-03-25,"Female",67,32.8582291687733,173.605500481406,328.598112503871,65.4285616385481,"no",600.490403792598,"new",41,"elder",6.07250755287009,"medium"
"1200",1200,86753091200,2014-08-13,1984-01-29,"Female",37,242.348543317016,384.363830994864,263.468950114057,175.753750935607,"no",1065.93507536154,"old",31,"middle-aged",2.1980198019802,"low"
"1201",1201,86753091201,2015-03-12,1982-03-13,"Female",97,7.61242284528545,302.357238105259,281.985912463622,3.82511151879744,"no",595.780684932964,"new",33,"middle-aged",9.89795918367347,"high"
"1202",1202,86753091202,2014-09-10,1988-08-15,"Female",58,323.357986097901,320.905933390703,140.766555874019,234.980459378096,"no",1020.01093474072,"old",27,"younger",3.64779874213836,"low"
"1203",1203,86753091203,2015-03-10,1990-03-22,"Male",60,611.777089103717,248.491427166368,4.7049076491574,10.4414948835227,"no",875.414918802765,"new",25,"younger",6.08108108108108,"medium"
"1204",1204,86753091204,2015-02-17,1968-11-27,"Female",63,147.511872572269,261.601844581992,117.157339451611,6.3885569400579,"yes",532.65961354593,"new",47,"elder",5.96214511041009,"medium"
"1205",1205,86753091205,2015-05-20,1980-10-06,"Male",21,6.93076033574579,74.3965300080773,373.636541342566,400.006972826062,"no",854.970804512451,"new",35,"middle-aged",2.8,"low"
"1206",1206,86753091206,2015-03-05,1975-06-28,"Female",82,28.9368790519234,349.066521035255,199.373692016284,15.4986034537172,"no",592.87569555718,"new",40,"middle-aged",8.17275747508306,"high"
"1207",1207,86753091207,2015-02-06,1976-11-02,"Female",78,34.5401638058214,180.255352393282,309.526522673605,36.0279489865364,"no",560.349987859245,"new",39,"middle-aged",7.13414634146341,"medium"
"1208",1208,86753091208,2015-02-20,1971-07-10,"Female",85,68.1673397734299,247.581384645889,237.052256585348,7.42174805762101,"yes",560.222729062288,"new",44,"elder",8.12101910828025,"high"
"1209",1209,86753091209,2014-08-10,1984-09-26,"Female",35,350.326100904481,243.915151342918,192.054801184576,290.941055219441,"no",1077.23710865142,"old",31,"middle-aged",2.06692913385827,"low"
"1210",1210,86753091210,2014-12-15,1978-05-08,"Female",84,15.6392675850704,179.34039873338,352.965569954594,19.8617915345447,"yes",567.807027807589,"new",37,"middle-aged",6.61417322834646,"medium"
"1211",1211,86753091211,2015-02-23,1978-06-25,"Female",65,42.069239112457,239.18642295516,257.462763063317,20.4720736943318,"yes",559.190498825266,"new",37,"middle-aged",6.27009646302251,"medium"
"1212",1212,86753091212,2014-09-24,1986-03-29,"Female",60,229.772398749544,322.318378645457,240.560069367179,242.378309575081,"no",1035.02915633726,"old",29,"younger",3.88768898488121,"low"
"1213",1213,86753091213,2015-02-19,1976-07-12,"Female",100,3.97208476474305,279.012821803395,335.042352130039,2.53057386920718,"no",620.557832567384,"new",39,"middle-aged",9.52380952380952,"high"
"1214",1214,86753091214,2014-10-16,1984-11-22,"Female",50,215.709530777713,207.73243916094,387.369167493106,189.779576921288,"no",1000.59071435305,"old",31,"middle-aged",3.40136054421769,"low"
"1215",1215,86753091215,2015-02-11,1977-10-13,"Female",74,56.2479549371527,287.596397759565,271.634441607247,12.3433385050307,"no",627.822132808995,"new",38,"middle-aged",6.87306501547988,"medium"
"1216",1216,86753091216,2015-01-30,1979-05-01,"Female",72,19.2120256317227,286.434309882666,294.771990775995,21.8680366818892,"no",622.286362972273,"new",36,"middle-aged",6.44776119402985,"medium"
"1217",1217,86753091217,2015-01-30,1976-04-17,"Female",70,44.315035063925,269.898161040326,288.386759009452,43.0797088610443,"no",645.679663974747,"new",39,"middle-aged",6.26865671641791,"medium"
"1218",1218,86753091218,2014-09-21,1986-06-24,"Female",36,177.657655052295,78.5970276670529,291.820085043609,294.979022150582,"yes",843.053789913539,"old",29,"younger",2.31759656652361,"low"
"1219",1219,86753091219,2015-01-01,1974-06-20,"Female",83,16.7798893892649,356.104936886979,189.457147059483,27.2521689300201,"no",589.594142265747,"new",41,"elder",6.84065934065934,"medium"
"1220",1220,86753091220,2015-01-12,1995-09-08,"Female",61,272.146532823362,296.511154978601,58.1756043824547,107.457811309397,"no",734.291103493815,"new",20,"younger",5.18413597733711,"medium"
"1221",1221,86753091221,2014-12-14,1969-08-10,"Female",49,3.91495159841929,199.916547511927,405.08370282771,59.1689436525115,"no",668.084145590568,"new",46,"elder",3.84816753926702,"low"
"1222",1222,86753091222,2014-10-05,1985-08-16,"Female",57,297.189228408746,333.091688864754,132.733107872769,247.509938180952,"no",1010.52396332722,"old",30,"younger",3.78318584070796,"low"
"1223",1223,86753091223,2014-09-19,1988-01-04,"Female",47,178.496514159447,231.087215632917,266.642847141848,259.871282232269,"no",936.097859166481,"old",27,"younger",3.01282051282051,"low"
"1224",1224,86753091224,2014-09-07,1986-04-29,"Male",18,147.211981744642,330.334358686509,164.423009852813,225.229977229096,"yes",867.19932751306,"old",29,"younger",1.125,"low"
"1225",1225,86753091225,2014-08-15,1990-07-15,"Female",37,239.488757590512,351.797800101488,182.8716977484,249.665076236313,"no",1023.82333167671,"old",25,"younger",2.20675944333996,"low"
"1226",1226,86753091226,2014-08-03,1986-05-04,"Female",53,294.944263046329,191.823898235942,172.701792609729,269.640581491798,"yes",929.110535383798,"old",29,"younger",3.0873786407767,"low"
"1227",1227,86753091227,2014-08-24,1986-01-29,"Male",30,203.796905412514,294.938423381396,194.045574954995,291.839398689071,"no",984.620302437976,"old",29,"younger",1.82186234817814,"low"
"1228",1228,86753091228,2015-03-02,1979-01-29,"Female",60,26.0237562810624,272.981159401288,218.542639254032,21.7784673701407,"yes",539.326022306523,"new",36,"middle-aged",5.92105263157895,"medium"
"1229",1229,86753091229,2015-03-19,1970-02-07,"Female",26,1.56603390765382,281.704992462735,245.022738621459,21.0355846383727,"yes",549.329349630221,"new",45,"elder",2.71777003484321,"low"
"1230",1230,86753091230,2015-02-18,1976-08-18,"Female",81,0.491516724308874,343.371021367948,210.101032969551,16.0760224583121,"no",570.03959352012,"new",39,"middle-aged",7.68987341772152,"medium"
"1231",1231,86753091231,2014-08-30,1984-01-21,"Female",48,331.673006181404,311.16147971658,139.301586389452,270.502508761721,"no",1052.63858104916,"old",31,"middle-aged",2.95081967213115,"low"
"1232",1232,86753091232,2015-01-31,1976-04-21,"Female",84,17.2420599240584,228.82367547943,318.551631796927,7.54035963248352,"no",572.157726832899,"new",39,"middle-aged",7.54491017964072,"medium"
"1233",1233,86753091233,2015-02-06,1979-06-17,"Female",36,9.08505397725479,190.322724983557,376.700008421359,9.90283129881449,"no",586.010618680985,"new",36,"middle-aged",3.29268292682927,"low"
"1234",1234,86753091234,2015-01-28,1980-05-24,"Male",71,0.149803478053623,269.982550902026,275.384973426408,75.0412395324745,"no",620.558567338962,"new",35,"middle-aged",6.32047477744807,"medium"
"1235",1235,86753091235,2015-01-26,1973-03-15,"Male",60,66.4686097438581,239.183149679305,284.46018469087,3.18882810114733,"no",593.30077221518,"new",42,"elder",5.30973451327434,"medium"
"1236",1236,86753091236,2015-05-30,1978-11-07,"Male",18,298.931066894357,498.032299682277,23.7560151139152,80.5807558822435,"yes",901.300137572793,"new",37,"middle-aged",2.51162790697674,"low"
"1237",1237,86753091237,2015-02-08,1976-06-05,"Male",70,15.686300093298,210.675985159556,340.04554372841,15.3260796722507,"yes",581.733908653515,"new",39,"middle-aged",6.44171779141104,"medium"
"1238",1238,86753091238,2015-01-13,1981-04-27,"Male",88,12.5929131369229,445.625582037999,148.795242192614,0.75860282857806,"no",607.772340196114,"new",34,"middle-aged",7.5,"medium"
"1239",1239,86753091239,2015-01-16,1976-12-21,"Female",65,11.6710056868661,309.597971993513,245.617455449258,3.5287847238399,"no",570.415217853477,"new",39,"middle-aged",5.58739255014327,"medium"
"1240",1240,86753091240,2015-02-09,1975-04-07,"Female",68,11.2905754514957,211.242504497135,306.790052193209,20.7581844865214,"no",550.081316628361,"new",40,"middle-aged",6.27692307692308,"medium"
"1241",1241,86753091241,2014-09-23,1982-05-06,"Male",49,222.046562562576,281.035529489764,242.885105034516,254.059814518537,"no",1000.02701160539,"old",33,"middle-aged",3.16810344827586,"low"
"1242",1242,86753091242,2014-09-28,1985-11-20,"Female",14,247.476320859693,318.947912302367,142.689144534072,339.544289690116,"no",1048.65766738625,"old",30,"younger",0.915032679738562,"low"
"1243",1243,86753091243,2015-02-08,1975-05-18,"Female",51,26.1182505176389,273.622825751585,316.072572909941,40.7821191916117,"no",656.595768370777,"new",40,"middle-aged",4.69325153374233,"medium"
"1244",1244,86753091244,2015-02-07,1971-03-09,"Male",83,47.8978552333394,169.589038420925,305.139868897239,22.0554319640436,"yes",544.682194515547,"new",44,"elder",7.61467889908257,"medium"
"1245",1245,86753091245,2015-03-12,1979-12-23,"Male",20,3.92869930695818,28.5026343990143,416.732201636481,408.819337018358,"no",857.982872360811,"new",36,"middle-aged",2.04081632653061,"low"
"1246",1246,86753091246,2015-01-10,1970-09-10,"Female",30,72.0928099136729,126.57599274286,291.964819937149,8.98542907093104,"yes",499.619051664613,"new",45,"elder",2.53521126760563,"low"
"1247",1247,86753091247,2014-08-19,1984-12-26,"Female",55,169.712972870358,238.054783780207,195.696493396073,319.486811987398,"no",922.951062034036,"old",31,"middle-aged",3.30661322645291,"low"
"1248",1248,86753091248,2014-09-30,1994-01-12,"Male",56,389.141883512524,392.978267749297,6.72628028622566,23.158625481025,"no",812.005057029072,"old",21,"younger",3.67614879649891,"low"
"1249",1249,86753091249,2014-09-01,1988-10-09,"Male",24,296.564872678238,195.040371266518,203.221106757036,267.430850134251,"yes",962.257200836043,"old",27,"younger",1.48148148148148,"low"
"1250",1250,86753091250,2014-09-01,1986-08-09,"Female",60,205.776153475056,241.088521673217,313.840073312481,260.312976458911,"no",1021.01772491966,"old",29,"younger",3.7037037037037,"low"
"1251",1251,86753091251,2014-08-18,1991-04-28,"Female",29,215.475613377076,156.592419744066,217.905366129976,253.302823851325,"yes",843.276223102443,"old",24,"younger",1.74,"low"
"1252",1252,86753091252,2014-07-21,1986-11-26,"Female",46,240.266435114976,374.767469425907,161.497428401404,154.126466899805,"no",930.657799842092,"old",29,"younger",2.61363636363636,"low"
"1253",1253,86753091253,2015-01-18,1971-11-18,"Female",120,30.0778902661914,311.499701246205,272.219434358431,18.5162172591499,"no",632.313243129977,"new",44,"elder",10.3746397694525,"high"
"1254",1254,86753091254,2014-10-20,1985-11-09,"Female",52,204.335920386304,255.067118104468,279.484929346003,269.890738353867,"no",1008.77870619064,"old",30,"younger",3.56979405034325,"low"
"1255",1255,86753091255,2014-08-25,1988-05-01,"Male",36,161.168399885781,350.3783586825,277.539557903246,247.695950903614,"no",1036.78226737514,"old",27,"younger",2.19066937119675,"low"
"1256",1256,86753091256,2014-08-15,1989-08-16,"Female",58,318.596955703618,332.513162181731,230.283529786134,204.313251119797,"no",1085.70689879128,"old",26,"younger",3.45924453280318,"low"
"1257",1257,86753091257,2015-02-25,1991-11-19,"Male",58,104.994260060149,19.9495589885352,352.916975321515,357.647547708329,"yes",835.508342078528,"new",24,"younger",5.63106796116505,"medium"
"1258",1258,86753091258,2015-02-24,1975-02-06,"Female",53,9.10684202682024,292.129147921983,253.382912119918,24.2394578600472,"no",578.858359928768,"new",40,"middle-aged",5.12903225806452,"medium"
"1259",1259,86753091259,2014-12-19,1977-09-13,"Male",94,47.4399524509379,232.238843372133,287.053165514447,28.1874307273965,"no",594.919392064915,"new",38,"middle-aged",7.48010610079576,"medium"
"1260",1260,86753091260,2015-02-12,1973-03-13,"Female",98,14.7401702671972,340.330320659175,172.708572631291,2.85939103798941,"no",530.638454595653,"new",42,"elder",9.1304347826087,"high"
"1261",1261,86753091261,2014-12-24,1980-05-29,"Female",60,38.8784761755319,198.885025486784,271.532288571073,29.3435691883064,"yes",538.639359421695,"new",35,"middle-aged",4.83870967741935,"medium"
"1262",1262,86753091262,2014-07-17,1987-04-28,"Female",29,234.584794021204,349.86382151494,196.105939387614,232.627617785314,"no",1013.18217270907,"old",28,"younger",1.63533834586466,"low"
"1263",1263,86753091263,2014-08-23,1984-06-17,"Female",27,276.896660427869,242.428155014101,194.895252367863,285.187724672075,"no",999.407792481908,"old",31,"middle-aged",1.63636363636364,"low"
"1264",1264,86753091264,2014-07-10,1986-03-23,"Female",56,290.075350122478,152.631671288336,217.653573133311,337.893309463068,"no",998.253904007193,"old",29,"younger",3.11688311688312,"low"
"1265",1265,86753091265,2014-09-08,1982-04-26,"Female",44,318.959997352198,236.75191510559,322.166046580648,165.154683992949,"no",1043.03264303139,"old",33,"middle-aged",2.75574112734864,"low"
"1266",1266,86753091266,2014-12-19,1978-03-09,"Male",72,8.3551853252067,341.245308161854,253.196580801135,29.3557712053353,"no",632.152845493531,"new",37,"middle-aged",5.72944297082228,"medium"
"1267",1267,86753091267,2014-07-08,1987-06-20,"Male",59,254.069107976531,200.314742191341,308.620750556442,147.744459509328,"yes",910.749060233642,"old",28,"younger",3.27171903881701,"low"
"1268",1268,86753091268,2015-02-02,1965-03-05,"Female",52,54.411313797716,189.057700419043,243.100566178346,29.4125757811314,"yes",515.982156176236,"new",50,"elder",4.69879518072289,"medium"
"1269",1269,86753091269,2015-01-29,1981-04-12,"Female",87,38.5056438780857,213.548774924222,289.506328178994,47.4077185739958,"no",588.968465555297,"new",34,"middle-aged",7.76785714285714,"medium"
"1270",1270,86753091270,2015-04-09,1981-05-23,"Female",22,58.9910100262789,84.9217746652374,277.169226247085,408.963883824182,"no",830.045894762783,"new",34,"middle-aged",2.4812030075188,"low"
"1271",1271,86753091271,2015-02-12,1979-04-08,"Female",55,37.510256483684,213.489104559099,334.880759789545,24.8672748535724,"no",610.7473956859,"new",36,"middle-aged",5.12422360248447,"medium"
"1272",1272,86753091272,2014-08-09,1985-11-11,"Male",57,277.615542848671,197.656223569594,137.531472819536,445.455063126306,"no",1058.25830236411,"old",30,"younger",3.35952848722986,"low"
"1273",1273,86753091273,2014-08-05,1983-06-06,"Male",10,239.376142601565,211.372423229373,283.795986797121,171.197093357032,"yes",905.741645985091,"old",32,"middle-aged",0.584795321637427,"low"
"1274",1274,86753091274,2015-03-24,1974-04-18,"Female",81,6.86460775236433,212.259235811276,247.862522838595,26.4179060496692,"yes",493.404272451904,"new",41,"elder",8.61702127659574,"high"
"1275",1275,86753091275,2014-09-29,1985-05-03,"Female",42,257.908774922943,234.61658881989,260.667905165404,216.454771179198,"no",969.648040087435,"old",30,"younger",2.75109170305677,"low"
"1276",1276,86753091276,2014-08-03,1988-02-19,"Female",19,274.291665246243,337.271803450228,235.711803145685,186.59965596406,"no",1033.87492780622,"old",27,"younger",1.10679611650485,"low"
"1277",1277,86753091277,2014-07-10,1985-03-28,"Female",49,218.54998777585,322.693535053417,421.326779794185,97.9670513631879,"no",1060.53735398664,"old",30,"younger",2.72727272727273,"low"
"1278",1278,86753091278,2014-09-07,1986-05-26,"Male",50,203.569196724041,303.459406230667,159.891802786285,246.105822798366,"no",913.026228539359,"old",29,"younger",3.125,"low"
"1279",1279,86753091279,2015-05-14,1976-09-10,"Male",20,33.3441771926481,32.1401213344977,418.472683191764,332.904117367585,"no",816.861099086495,"new",39,"middle-aged",2.5974025974026,"low"
"1280",1280,86753091280,2014-10-15,1989-08-19,"Female",29,232.708308082591,129.33596326194,293.502442320608,349.198419128554,"no",1004.74513279369,"old",26,"younger",1.9683257918552,"low"
"1281",1281,86753091281,2014-09-05,1985-01-12,"Female",50,277.516220782652,241.233934074028,134.277029799394,238.507124073156,"no",891.53430872923,"old",30,"younger",3.11203319502075,"low"
"1282",1282,86753091282,2014-09-27,1982-04-24,"Female",16,334.516704755112,215.977807533225,195.824999753778,221.501020932415,"no",967.82053297453,"old",33,"middle-aged",1.04347826086957,"low"
"1283",1283,86753091283,2015-01-29,1993-03-03,"Female",56,561.266912070471,228.872963875593,48.233590192436,6.58220281268238,"no",844.955668951182,"new",22,"younger",5,"medium"
"1284",1284,86753091284,2015-06-12,1978-06-21,"Female",21,56.0175424731786,8.58784458138741,250.104619617638,449.458801198382,"no",764.168807870586,"new",37,"middle-aged",3.11881188118812,"low"
"1285",1285,86753091285,2014-11-01,1985-08-03,"Female",52,238.374880017187,162.670543202446,172.863081896289,358.333983413586,"no",932.242488529508,"old",30,"younger",3.67058823529412,"low"
"1286",1286,86753091286,2014-08-12,1982-02-11,"Female",42,194.780621992449,301.285614504255,208.18302082045,293.32249392268,"no",997.571751239834,"old",33,"middle-aged",2.4901185770751,"low"
"1287",1287,86753091287,2015-03-11,1971-11-11,"Female",92,7.56083818557013,411.408781728441,211.798729881114,21.9014259875538,"no",652.669775782679,"new",44,"elder",9.35593220338983,"high"
"1288",1288,86753091288,2014-10-04,1983-10-07,"Female",36,112.790839983444,354.97496929416,237.006765888752,252.612302728594,"no",957.38487789495,"old",32,"middle-aged",2.3841059602649,"low"
"1289",1289,86753091289,2014-08-20,1987-07-04,"Female",31,177.390318956687,272.431017495468,270.620960332194,268.995747474547,"no",989.438044258896,"old",28,"younger",1.86746987951807,"low"
"1290",1290,86753091290,2014-09-29,1990-10-08,"Female",49,154.215255871746,324.562686397651,192.478972766917,294.846925023914,"no",966.103840060228,"old",25,"younger",3.20960698689956,"low"
"1291",1291,86753091291,2015-02-20,1998-06-03,"Male",61,36.1057203077762,2.90798294903981,502.035236378695,302.8240938141,"yes",843.873033449611,"new",17,"younger",5.82802547770701,"medium"
"1292",1292,86753091292,2015-01-28,1975-02-02,"Male",73,87.6943341575273,135.862753349985,363.954102252331,19.9321645950925,"no",607.443354354936,"new",40,"middle-aged",6.49851632047478,"medium"
"1293",1293,86753091293,2015-01-02,1977-12-18,"Female",104,0.172929723205429,297.493790190353,217.903054971952,9.51136118388403,"yes",525.081136069394,"new",38,"middle-aged",8.59504132231405,"high"
"1294",1294,86753091294,2015-01-31,1978-01-20,"Female",56,33.9670199054312,241.61879861205,238.498419294188,76.0382523459501,"no",590.122490157619,"new",37,"middle-aged",5.02994011976048,"medium"
"1295",1295,86753091295,2014-11-08,1997-01-20,"Female",60,380.077899014649,305.202480793137,66.345603034359,103.162699002336,"no",854.788681844481,"old",18,"younger",4.30622009569378,"medium"
"1296",1296,86753091296,2014-09-01,1989-06-18,"Female",20,250.46856166178,266.181165857082,191.362406597968,150.268062871211,"yes",858.280196988041,"old",26,"younger",1.23456790123457,"low"
"1297",1297,86753091297,2015-03-05,1975-05-08,"Male",71,6.20801725556763,191.461622571855,357.840960695189,0.739973609296225,"no",556.250574131908,"new",40,"middle-aged",7.07641196013289,"medium"
"1298",1298,86753091298,2014-07-02,1986-01-25,"Female",24,394.640097908659,206.769699419478,218.223670383496,211.261551694037,"no",1030.89501940567,"old",29,"younger",1.31627056672761,"low"
"1299",1299,86753091299,2015-01-30,1976-10-05,"Female",72,31.2448458215909,128.752378602578,446.029479830459,14.1721315018167,"no",620.198835756445,"new",39,"middle-aged",6.44776119402985,"medium"
"1300",1300,86753091300,2015-03-24,1983-01-30,"Male",20,342.737742771801,508.684411681426,99.9263547455169,3.83899866789909,"yes",955.187507866643,"new",32,"middle-aged",2.12765957446809,"low"
"1301",1301,86753091301,2014-07-04,1988-05-09,"Female",37,319.001832846543,227.424210455259,264.723981229839,230.513381948745,"no",1041.66340648039,"old",27,"younger",2.03669724770642,"low"
"1302",1302,86753091302,2015-01-24,1978-12-08,"Female",46,4.06114242145585,227.386798357425,314.943279090956,13.0857224831082,"no",559.476942352945,"new",37,"middle-aged",4.04692082111437,"medium"
"1303",1303,86753091303,2015-01-25,1981-07-27,"Female",59,319.856419499497,383.401464396244,37.3164087527116,42.729921322949,"no",783.304213971402,"new",34,"middle-aged",5.20588235294118,"medium"
"1304",1304,86753091304,2014-12-24,1976-06-16,"Female",68,49.9565445592204,180.811229900572,390.299181403798,15.371494517141,"no",636.438450380731,"new",39,"middle-aged",5.48387096774194,"medium"
"1305",1305,86753091305,2015-01-07,1978-06-10,"Male",76,5.41011001897378,311.574823986769,216.816696351877,40.7114088947173,"no",574.513039252337,"new",37,"middle-aged",6.36871508379888,"medium"
"1306",1306,86753091306,2014-08-18,1985-02-04,"Female",31,242.878609280621,316.587206973925,228.759678286673,203.284959992109,"no",991.510454533328,"old",30,"younger",1.86,"low"
"1307",1307,86753091307,2014-12-30,1987-07-07,"Female",61,422.420238215759,279.792142983962,11.6541891132633,78.7183947807298,"no",792.584965093714,"new",28,"younger",5,"medium"
"1308",1308,86753091308,2015-05-30,1980-08-05,"Male",19,83.7037226048166,39.7866402631218,439.57829584587,291.823244867065,"no",854.891903580873,"new",35,"middle-aged",2.65116279069767,"low"
"1309",1309,86753091309,2015-03-28,1979-02-04,"Female",60,28.6485455851618,292.054600467483,259.5317689692,5.04241748721802,"no",585.277332509063,"new",36,"middle-aged",6.47482014388489,"medium"
"1310",1310,86753091310,2014-07-25,1987-05-22,"Female",49,143.325483154352,169.924701702173,286.929302235676,410.878245255312,"no",1011.05773234751,"old",28,"younger",2.80534351145038,"low"
